,Product Manager,Database Administrator,Data Engineer,Data Scientist,Data Analyst,Business Analyst,Data Architect
889,0.025,0.035,0.6075,0.035,0.07,0.18,0.0475
890,0.03,0.085,0.015,0.025,0.775,0.035,0.035
891,0.02,0.03,0.02,0.01,0.715,0.18,0.025
892,0.035,0.03,0.04,0.015,0.695,0.135,0.05
893,0.0,0.075,0.025,0.1,0.67,0.075,0.055
894,0.045,0.03,0.035,0.01,0.74,0.115,0.025
895,0.015,0.055,0.03,0.055,0.68,0.145,0.02
896,0.075,0.035,0.02,0.05,0.68,0.13,0.01
897,0.105,0.005,0.015,0.115,0.645,0.065,0.05
898,0.0,0.01,0.04,0.77,0.055,0.02,0.105
899,0.05,0.02,0.08,0.01,0.02,0.105,0.715
900,0.0,0.0,0.01,0.225,0.065,0.02,0.68
901,0.0,0.115,0.025,0.005,0.04,0.12,0.695
902,0.08,0.051666666666666666,0.14,0.1,0.215,0.24333333333333335,0.17
903,0.925,0.0,0.05,0.01,0.005,0.005,0.005
904,0.92,0.01,0.025,0.005,0.005,0.035,0.0
905,0.66,0.16,0.015,0.01,0.025,0.105,0.025
906,0.83,0.005,0.08,0.015,0.025,0.04,0.005
907,0.8,0.02,0.04,0.01,0.025,0.1,0.005
908,0.625,0.01,0.09,0.02,0.085,0.155,0.015
909,0.85,0.015,0.02,0.015,0.03166666666666666,0.05833333333333334,0.01
910,0.685,0.025,0.045,0.065,0.03666666666666667,0.08833333333333333,0.055
911,0.915,0.005,0.005,0.005,0.025,0.035,0.01
912,0.815,0.02,0.04,0.01,0.055,0.03,0.03
913,0.91,0.005,0.01,0.01,0.005,0.055,0.005
914,0.81,0.01,0.02,0.06,0.005,0.075,0.02
915,0.945,0.005,0.01,0.005,0.005,0.025,0.005
916,0.9,0.02,0.01,0.045,0.005,0.015,0.005
917,0.005,0.805,0.04,0.015,0.045,0.075,0.015
918,0.05,0.655,0.05,0.02,0.09875,0.09625,0.03
919,0.0,0.625,0.0425,0.06,0.13,0.115,0.0275
920,0.005,0.975,0.0,0.0,0.005,0.01,0.005
921,0.14,0.555,0.08,0.015,0.105,0.055,0.05
922,0.01,0.855,0.005,0.0,0.02,0.065,0.045
923,0.01,0.055,0.02,0.085,0.055,0.76,0.015
924,0.025,0.0,0.02,0.02,0.03,0.895,0.01
925,0.15,0.07,0.0475,0.045,0.11,0.515,0.0625
926,0.025,0.025,0.005,0.015,0.05,0.85,0.03
927,0.015,0.01,0.015,0.035,0.075,0.815,0.035
928,0.035,0.02,0.025,0.015,0.045,0.84,0.02
929,0.04,0.03,0.005,0.04,0.08,0.76,0.045
930,0.045,0.07,0.025,0.06,0.26,0.5,0.04
931,0.02,0.015,0.03,0.03,0.025,0.865,0.015
932,0.03,0.0,0.0,0.0,0.025,0.935,0.01
933,0.075,0.0,0.03,0.03,0.17666666666666667,0.6533333333333334,0.035
934,0.01,0.105,0.1,0.01,0.05,0.64,0.085
935,0.04,0.125,0.0525,0.0675,0.035,0.67,0.01
936,0.25,0.045,0.11,0.05,0.18,0.3,0.065
937,0.02,0.01,0.0075,0.02,0.10083333333333332,0.8191666666666666,0.0225
938,0.2,0.08,0.055,0.065,0.06,0.475,0.065
939,0.11,0.025,0.085,0.03,0.035,0.65,0.065
940,0.195,0.02,0.045,0.035,0.04,0.66,0.005
941,0.025,0.02,0.01,0.025,0.045,0.815,0.06
942,0.15,0.03,0.075,0.12,0.1375,0.4075,0.08
943,0.285,0.04,0.2255,0.07,0.13,0.085,0.16449999999999998
944,0.025,0.17,0.095,0.485,0.065,0.095,0.065
945,0.04,0.03,0.165,0.61,0.065,0.05,0.04
946,0.08,0.07,0.20666666666666664,0.25,0.12125,0.22375,0.04833333333333334
947,0.09,0.0,0.055,0.76,0.04,0.03,0.025
948,0.245,0.025,0.02,0.66,0.005,0.045,0.0
949,0.025,0.035,0.07833333333333332,0.615,0.04,0.14,0.06666666666666667
950,0.02,0.115,0.165,0.16,0.12,0.295,0.125
951,0.0,0.07,0.02875,0.8,0.065,0.03,0.00625
952,0.0,0.0,0.01,0.925,0.04,0.01,0.015
953,0.025,0.02,0.025,0.84,0.06,0.025,0.005
954,0.06,0.015,0.04,0.625,0.1525,0.0775,0.03
955,0.01,0.015,0.029166666666666664,0.8958333333333333,0.005,0.02,0.025
956,0.0,0.0,0.985,0.015,0.0,0.0,0.0
957,0.035,0.02,0.44758333333333333,0.03,0.015,0.01,0.4424166666666667
958,0.045,0.025,0.635,0.025,0.03,0.195,0.045
959,0.0,0.015,0.91,0.005,0.025,0.035,0.01
960,0.0,0.0,0.985,0.015,0.0,0.0,0.0
961,0.165,0.405,0.115,0.04,0.07,0.14,0.065
962,0.015,0.12,0.735,0.025,0.04,0.055,0.01
963,0.0,0.015,0.91,0.005,0.025,0.035,0.01
964,0.23,0.01,0.68,0.015,0.025,0.035,0.005
965,0.03,0.005,0.79,0.055,0.05,0.015,0.055
966,0.115,0.01,0.67,0.07,0.02,0.06,0.055
967,0.035,0.015,0.05,0.05,0.75,0.085,0.015
968,0.01,0.015,0.10375,0.1625,0.675,0.015,0.01875
969,0.015,0.0,0.0,0.015,0.46545238095238106,0.48954761904761895,0.015
970,0.275,0.09,0.095,0.05,0.145,0.245,0.1
971,0.0,0.045,0.035,0.09,0.72,0.08,0.03
972,0.09,0.08,0.135,0.15,0.24,0.22,0.085
973,0.09,0.08,0.135,0.15,0.24,0.22,0.085
974,0.465,0.09,0.14,0.06,0.04,0.12,0.085
975,0.015,0.005,0.015,0.14,0.74,0.045,0.04
976,0.03,0.01125,0.005,0.26,0.64,0.05375,0.0
977,0.005,0.215,0.04,0.005,0.68,0.025,0.03
978,0.03,0.03,0.015,0.055,0.7642857142857143,0.0907142857142857,0.015
979,0.045,0.0,0.0,0.005,0.705,0.22,0.025
980,0.08,0.02,0.04,0.08,0.69,0.08,0.01
981,0.065,0.07,0.065,0.02,0.715,0.035,0.03
982,0.07,0.02,0.04,0.045,0.04,0.03,0.755
983,0.07,0.535,0.09125,0.02,0.065,0.105,0.11375
984,0.12,0.05,0.1575,0.12875,0.03166666666666666,0.12833333333333333,0.38375
985,0.035,0.02,0.44758333333333333,0.03,0.015,0.01,0.4424166666666667
986,0.13,0.145,0.115,0.125,0.21375,0.20625,0.065
987,0.015,0.03,0.02,0.025,0.065,0.11,0.735
988,0.085,0.015,0.0275,0.015,0.025,0.09,0.7425
989,0.035,0.03,0.03,0.035,0.085,0.1,0.685
990,0.09,0.05,0.03,0.02,0.055,0.035,0.72
991,0.005,0.015,0.05,0.07,0.05,0.08,0.73
992,0.94,0.01,0.005,0.01,0.005,0.02,0.01
993,0.685,0.0495,0.0,0.015,0.085,0.14550000000000002,0.02
994,0.85,0.02,0.03,0.0,0.01,0.065,0.025
995,0.785,0.035,0.04,0.015,0.025,0.075,0.025
996,0.725,0.045,0.018000000000000002,0.02,0.06,0.12,0.012
997,0.05,0.07,0.035,0.045,0.125,0.525,0.15
998,0.925,0.015,0.02,0.01,0.005,0.01,0.015
999,0.785,0.035,0.04,0.015,0.025,0.075,0.025
1000,0.65,0.03,0.01,0.065,0.03,0.2,0.015
1001,0.985,0.0,0.0,0.01,0.005,0.0,0.0
1002,0.985,0.0,0.0,0.01,0.005,0.0,0.0
1003,0.78,0.015,0.03,0.04,0.04,0.065,0.03
1004,0.915,0.035,0.0,0.005,0.005,0.02,0.02
1005,0.01,0.91,0.016666666666666666,0.003333333333333333,0.01,0.03,0.02
1006,0.01,0.91,0.016666666666666666,0.003333333333333333,0.01,0.03,0.02
1007,0.015,0.96,0.01,0.0,0.01,0.005,0.0
1008,0.0,0.855,0.02,0.02,0.005,0.07,0.03
1009,0.035,0.885,0.02,0.01,0.01,0.025,0.015
1010,0.005,0.94,0.01,0.0,0.02,0.01,0.015
1011,0.025,0.83375,0.05,0.01,0.03,0.04625,0.005
1012,0.125,0.695,0.03,0.015,0.045,0.075,0.015
1013,0.005,0.975,0.0,0.0,0.0,0.005,0.015
1014,0.03,0.765,0.04,0.0,0.055,0.065,0.045
1015,0.0,0.89875,0.035,0.0,0.015,0.04125,0.01
1016,0.02,0.805,0.0175,0.03,0.025,0.07,0.0325
1017,0.0,0.935,0.005,0.0,0.02,0.025,0.015
1018,0.065,0.785,0.045,0.015,0.02,0.045,0.025
1019,0.045,0.035,0.03,0.025,0.15,0.68,0.035
1020,0.055,0.075,0.035,0.02,0.25,0.525,0.04
1021,0.14,0.1,0.15,0.03,0.16,0.335,0.085
1022,0.62,0.03,0.08,0.05,0.0325,0.1075,0.08
1023,0.025,0.02,0.005,0.005,0.035,0.89,0.02
1024,0.175,0.025,0.03583333333333333,0.035,0.025,0.69,0.014166666666666666
1025,0.055,0.055,0.025,0.0,0.05,0.79,0.025
1026,0.01,0.02,0.02,0.015,0.035,0.86,0.04
1027,0.075,0.03,0.02,0.03,0.13375,0.69125,0.02
1028,0.02,0.02,0.03,0.05,0.065,0.795,0.02
1029,0.0,0.05,0.045,0.015,0.03,0.785,0.075
1030,0.0,0.03,0.035,0.07,0.055,0.81,0.0
1031,0.035,0.015,0.04,0.045,0.07,0.76,0.035
1032,0.0,0.03,0.025,0.075,0.07625,0.77375,0.02
1033,0.065,0.005,0.03,0.005,0.01,0.85,0.035
1034,0.015,0.0,0.0,0.015,0.46545238095238106,0.48954761904761895,0.015
1035,0.005,0.035,0.01,0.005,0.005,0.91,0.03
1036,0.035,0.0,0.02,0.02,0.13,0.795,0.0
1037,0.02,0.01,0.01,0.025,0.115,0.81,0.01
1038,0.05,0.015,0.055,0.055,0.04,0.715,0.07
1039,0.005,0.035,0.01,0.005,0.005,0.91,0.03
1040,0.065,0.045,0.045,0.04,0.1,0.69,0.015
1041,0.035,0.045,0.02,0.005,0.08,0.805,0.01
1042,0.01,0.005,0.015,0.915,0.04,0.01,0.005
1043,0.005,0.0,0.005,0.965,0.02,0.0,0.005
1044,0.02,0.005,0.02,0.83,0.07,0.045,0.01
1045,0.005,0.0,0.02,0.94,0.0175,0.0025,0.015
1046,0.01,0.03,0.67,0.015,0.045,0.145,0.085
1047,0.205,0.025,0.69,0.015,0.02,0.04,0.005
1048,0.055,0.01,0.72,0.06,0.06833333333333334,0.04666666666666666,0.04
1049,0.025,0.1,0.24125,0.07,0.095,0.16,0.30875
1050,0.105,0.04,0.69,0.055,0.07,0.02,0.02
1051,0.005,0.105,0.605,0.095,0.115,0.06,0.015
1052,0.095,0.025,0.72,0.025,0.02,0.075,0.04
1053,0.02,0.005,0.02,0.83,0.07,0.045,0.01
1054,0.165,0.015,0.695,0.015,0.015,0.085,0.01
1055,0.155,0.015,0.035,0.1,0.645,0.035,0.015
1056,0.03,0.045,0.01,0.04,0.78,0.08,0.015
1057,0.015,0.43,0.09,0.065,0.145,0.165,0.09
1058,0.015,0.05,0.005,0.055,0.7383333333333334,0.10166666666666666,0.035
1059,0.03,0.025,0.01,0.02,0.7783333333333333,0.12166666666666666,0.015
1060,0.01,0.08,0.15,0.125,0.27166666666666667,0.22833333333333336,0.135
1061,0.05,0.025,0.04,0.035,0.685,0.14,0.025
1062,0.0,0.16,0.05,0.005,0.715,0.03,0.04
1063,0.025,0.015,0.03,0.035,0.735,0.125,0.035
1064,0.055,0.15,0.04,0.005,0.04,0.01,0.7
1065,0.145,0.075,0.14166666666666666,0.165,0.13666666666666666,0.2033333333333333,0.13333333333333333
1066,0.035,0.04,0.045,0.055,0.075,0.075,0.675
1067,0.02,0.03,0.135,0.035,0.04,0.02,0.72
1068,0.855,0.015,0.005,0.015,0.03,0.075,0.005
1069,0.5,0.075,0.1975,0.0375,0.07,0.11,0.01
1070,0.91,0.0,0.035,0.005,0.01,0.035,0.005
1071,0.915,0.0,0.01,0.04,0.01,0.02,0.005
1072,0.89,0.005,0.025,0.03,0.025,0.01,0.015
1073,0.88,0.01,0.035,0.015,0.045,0.015,0.0
1074,0.91,0.0,0.015,0.015,0.02,0.03,0.01
1075,0.935,0.005,0.02,0.01,0.005,0.01,0.015
1076,0.635,0.09,0.085,0.015,0.02,0.105,0.05
1077,0.92,0.005,0.015,0.01,0.01,0.04,0.0
1078,0.515,0.04,0.09,0.065,0.065,0.18,0.045
1079,0.925,0.005,0.01,0.005,0.0,0.045,0.01
1080,0.015,0.73,0.015,0.02,0.06375,0.09125,0.065
1081,0.04,0.8,0.025,0.01,0.01,0.055,0.06
1082,0.015,0.815,0.045,0.015,0.045,0.02,0.045
1083,0.07,0.81,0.015,0.01,0.015,0.025,0.055
1084,0.03,0.71,0.05625,0.035,0.015,0.08,0.07375
1085,0.105,0.72,0.055,0.02,0.035,0.045,0.02
1086,0.005,0.015,0.035,0.015,0.09666666666666668,0.8083333333333335,0.025
1087,0.0,0.015,0.04,0.05,0.21,0.655,0.03
1088,0.085,0.035,0.0475,0.04,0.03,0.715,0.0475
1089,0.115,0.045,0.045,0.045,0.05,0.67,0.03
1090,0.01,0.025,0.01,0.01,0.19,0.75,0.005
1091,0.05,0.025,0.045,0.025,0.065,0.75,0.04
1092,0.035,0.025,0.045,0.015,0.025,0.805,0.05
1093,0.105,0.01,0.025,0.045,0.1,0.71,0.005
1094,0.015,0.035,0.015,0.015,0.01,0.9,0.01
1095,0.015,0.035,0.015,0.015,0.01,0.9,0.01
1096,0.025,0.02,0.065,0.015,0.025,0.805,0.045
1097,0.06,0.03,0.03166666666666666,0.07333333333333333,0.05,0.73,0.025
1098,0.05,0.05,0.065,0.02,0.085,0.67,0.06
1099,0.14,0.105,0.095,0.105,0.175,0.29,0.09
1100,0.02,0.08,0.07,0.025,0.05,0.71,0.045
1101,0.005,0.005,0.02,0.905,0.045,0.015,0.005
1102,0.02,0.015,0.06,0.78,0.07833333333333332,0.016666666666666666,0.03
1103,0.015,0.045,0.065,0.72,0.04,0.095,0.02
1104,0.04,0.03,0.075,0.38,0.225,0.19,0.06
1105,0.0,0.005,0.02,0.85,0.065,0.035,0.025
1106,0.04,0.025,0.72,0.025,0.065,0.085,0.04
1107,0.005,0.08,0.04,0.0,0.035,0.035,0.805
1108,0.025,0.14883333333333335,0.015,0.045,0.065,0.04116666666666667,0.66
1109,0.08,0.01,0.055,0.04,0.025,0.125,0.665
1110,0.93,0.025,0.0,0.0,0.01,0.035,0.0
1111,0.81,0.055,0.015,0.025,0.02,0.065,0.01
1112,0.9,0.0,0.015,0.005,0.02,0.055,0.005
1113,0.91,0.005,0.055,0.005,0.005,0.02,0.0
1114,0.895,0.005,0.025,0.02,0.005,0.045,0.005
1115,0.89,0.005,0.005,0.02,0.005,0.07,0.005
1116,0.93,0.025,0.0,0.0,0.01,0.035,0.0
1117,0.03,0.71,0.025,0.015,0.025,0.105,0.09
1118,0.015,0.76,0.025,0.005,0.02,0.075,0.1
1119,0.04,0.83,0.015,0.01,0.035,0.035,0.035
1120,0.005,0.89,0.0,0.0,0.025,0.065,0.015
1121,0.0,0.875,0.03,0.005,0.045,0.04,0.005
1122,0.0,0.93,0.03,0.005,0.005,0.015,0.015
1123,0.11,0.64,0.025,0.03,0.05,0.135,0.01
1124,0.0,0.915,0.01,0.005,0.02,0.025,0.025
1125,0.0,0.8475,0.015,0.015,0.035,0.0375,0.05
1126,0.005,0.025,0.015,0.015,0.025,0.855,0.06
1127,0.18,0.005,0.01,0.03,0.03,0.735,0.01
1128,0.055,0.025,0.155,0.03,0.025,0.675,0.035
1129,0.02,0.01,0.01,0.02,0.005,0.92,0.015
1130,0.02,0.01,0.01,0.02,0.005,0.92,0.015
1131,0.04,0.025,0.045,0.02,0.03,0.815,0.025
1132,0.08,0.155,0.115,0.055,0.075,0.49,0.03
1133,0.07,0.09,0.065,0.12,0.3425,0.2525,0.06
1134,0.03,0.04,0.02,0.055,0.125,0.705,0.025
1135,0.035,0.07,0.015,0.025,0.025,0.77,0.06
1136,0.005,0.03,0.015,0.025,0.025,0.805,0.095
1137,0.04,0.015,0.01,0.0,0.105,0.815,0.015
1138,0.02,0.03625,0.015,0.035,0.09,0.76875,0.035
1139,0.01,0.04,0.025,0.025,0.11,0.765,0.025
1140,0.01,0.03,0.02,0.025,0.085,0.775,0.055
1141,0.05,0.075,0.0475,0.12,0.22,0.43,0.0575
1142,0.05,0.015,0.01,0.005,0.05,0.805,0.065
1143,0.0,0.025,0.025,0.02,0.025,0.865,0.04
1144,0.04,0.03,0.025,0.025,0.05,0.805,0.025
1145,0.025,0.03,0.715,0.125,0.035,0.03,0.04
1146,0.02,0.015,0.025,0.06,0.785,0.08,0.015
1147,0.08,0.005,0.015,0.14,0.7225,0.0325,0.005
1148,0.02,0.01,0.055,0.145,0.6675,0.0825,0.02
1149,0.105,0.35,0.145,0.06,0.07,0.065,0.205
1150,0.04,0.04,0.01,0.015,0.07,0.165,0.66
1151,0.79,0.0,0.035,0.055,0.02,0.075,0.025
1152,0.79,0.01,0.02333333333333333,0.02,0.035,0.105,0.016666666666666666
1153,0.855,0.0,0.01,0.05,0.03,0.045,0.01
1154,0.785,0.01,0.035,0.005,0.05,0.1,0.015
1155,0.68,0.02,0.045,0.06,0.05,0.08,0.065
1156,0.86,0.005,0.025,0.015,0.0375,0.0475,0.01
1157,0.92,0.01,0.03,0.03,0.0,0.01,0.0
1158,0.85,0.01,0.04,0.01,0.02,0.065,0.005
1159,0.005,0.91,0.01,0.005,0.03,0.04,0.0
1160,0.0,0.895,0.025,0.0,0.02,0.035,0.025
1161,0.005,0.895,0.01,0.01,0.04,0.03,0.01
1162,0.015,0.03,0.06,0.015,0.08,0.775,0.025
1163,0.01,0.055,0.055,0.02,0.035,0.73,0.095
1164,0.015,0.05,0.03,0.015,0.05,0.795,0.045
1165,0.02,0.01,0.005,0.01,0.035,0.92,0.0
1166,0.02,0.065,0.045,0.03125,0.11,0.705,0.02375
1167,0.05,0.015,0.035,0.01,0.045,0.805,0.04
1168,0.06,0.05,0.01,0.01,0.05,0.79,0.03
1169,0.015,0.045,0.045,0.05,0.17166666666666663,0.6683333333333334,0.005
1170,0.065,0.055,0.075,0.155,0.265,0.28,0.105
1171,0.07,0.015,0.015,0.035,0.04,0.81,0.015
1172,0.05,0.015,0.03,0.035,0.085,0.77,0.015
1173,0.035,0.045,0.025,0.01,0.035,0.825,0.025
1174,0.015,0.03,0.04,0.025,0.08,0.795,0.015
1175,0.0,0.115,0.025,0.215,0.045,0.595,0.005
1176,0.0,0.025,0.0,0.01,0.075,0.875,0.015
1177,0.01,0.01,0.005,0.88,0.065,0.03,0.0
1178,0.055,0.005,0.015,0.905,0.01,0.01,0.0
1179,0.04,0.015,0.03,0.74,0.08,0.02,0.075
1180,0.055,0.005,0.015,0.905,0.01,0.01,0.0
1181,0.09,0.015,0.045,0.76,0.055,0.035,0.0
1182,0.04,0.03,0.005,0.72,0.11,0.095,0.0
1183,0.025,0.025,0.02,0.645,0.135,0.12,0.03
1184,0.015,0.025,0.665,0.13,0.075,0.07,0.02
1185,0.015,0.64,0.1,0.015,0.065,0.07,0.095
1186,0.02,0.02,0.67,0.065,0.09,0.06,0.075
1187,0.035,0.07,0.71,0.03,0.06,0.07,0.025
1188,0.015,0.042,0.74,0.02,0.05,0.073,0.06
1189,0.03,0.01,0.715,0.02,0.03,0.09,0.105
1190,0.05,0.025,0.005,0.045,0.785,0.08,0.01
1191,0.02,0.115,0.02,0.06,0.735,0.04,0.01
1192,0.015,0.035,0.02,0.05,0.735,0.105,0.04
1193,0.09,0.005,0.04,0.055,0.68375,0.10625,0.02
1194,0.18,0.055,0.16,0.065,0.285,0.175,0.08
1195,0.055,0.005,0.04,0.15,0.715,0.01,0.025
1196,0.04,0.035,0.12333333333333334,0.20666666666666667,0.2275,0.3325,0.035
1197,0.05,0.015,0.01,0.025,0.7033333333333335,0.17666666666666664,0.02
1198,0.005,0.162,0.015,0.01,0.74,0.027999999999999997,0.04
1199,0.01,0.075,0.03,0.015,0.1,0.075,0.695
1200,0.87,0.02,0.035,0.02,0.015,0.04,0.0
1201,0.725,0.01,0.025,0.03,0.055,0.12,0.035
1202,0.925,0.0,0.01,0.015,0.015,0.03,0.005
1203,0.885,0.0,0.045,0.005,0.015,0.035,0.015
1204,0.98,0.0,0.0,0.015,0.0,0.005,0.0
1205,0.795,0.02,0.025,0.06,0.015,0.045,0.04
1206,0.715,0.02,0.02,0.025,0.055,0.125,0.04
1207,0.9,0.005,0.005,0.015,0.03,0.035,0.01
1208,0.91,0.01,0.0,0.0,0.015,0.06,0.005
1209,0.615,0.015,0.0,0.015,0.055,0.29,0.01
1210,0.88,0.01,0.02,0.01,0.0,0.075,0.005
1211,0.955,0.0,0.01,0.02,0.0,0.01,0.005
1212,0.705,0.01,0.06,0.05,0.02,0.12,0.035
1213,0.91,0.005,0.0,0.03,0.015,0.015,0.025
1214,0.95,0.0,0.005,0.01,0.01,0.015,0.01
1215,0.95,0.005,0.005,0.005,0.02,0.01,0.005
1216,0.845,0.015,0.025,0.01,0.015,0.08,0.01
1217,0.015,0.69,0.005,0.05,0.13,0.1,0.01
1218,0.0,0.92,0.025,0.005,0.02,0.01,0.02
1219,0.06,0.725,0.045,0.025,0.065,0.025,0.055
1220,0.0,0.85,0.035,0.015,0.02,0.03,0.05
1221,0.05,0.7383333333333333,0.065,0.015,0.04,0.03666666666666667,0.055
1222,0.0,0.915,0.045,0.005,0.01,0.0,0.025
1223,0.05,0.67,0.045,0.045,0.065,0.07,0.055
1224,0.0,0.917,0.015,0.0,0.005,0.027999999999999997,0.035
1225,0.07,0.155,0.115,0.11,0.15,0.29,0.11
1226,0.02,0.075,0.035,0.01,0.06,0.76,0.04
1227,0.025,0.03,0.02,0.025,0.08,0.78,0.04
1228,0.03,0.055,0.025,0.025,0.025,0.79,0.05
1229,0.02,0.115,0.02,0.06,0.735,0.04,0.01
1230,0.04,0.025,0.01,0.025,0.055,0.82,0.025
1231,0.03,0.065,0.035,0.01,0.105,0.73,0.025
1232,0.05,0.085,0.04,0.02,0.085,0.705,0.015
1233,0.0,0.215,0.045,0.0,0.02,0.685,0.035
1234,0.035,0.065,0.055,0.035,0.025,0.74,0.045
1235,0.025,0.01,0.015,0.01,0.03,0.89,0.02
1236,0.01,0.005,0.01,0.29,0.025,0.655,0.005
1237,0.165,0.02,0.045,0.01,0.025,0.73,0.005
1238,0.06,0.07,0.015,0.045,0.045,0.745,0.02
1239,0.1,0.0,0.03,0.08,0.045,0.74,0.005
1240,0.035,0.15,0.08,0.24,0.2675,0.1625,0.065
1241,0.025,0.04,0.03,0.01,0.015,0.845,0.035
1242,0.055,0.005,0.03,0.005,0.035,0.85,0.02
1243,0.005,0.02,0.047499999999999994,0.0675,0.11,0.725,0.025
1244,0.04,0.08,0.06,0.035,0.03,0.735,0.02
1245,0.005,0.005,0.025,0.895,0.05,0.01,0.01
1246,0.015,0.035,0.08666666666666668,0.6270833333333333,0.15,0.045,0.04125
1247,0.015,0.045,0.05,0.74,0.065,0.045,0.04
1248,0.04,0.03,0.685,0.015,0.06,0.11,0.06
1249,0.01,0.01,0.4631904761904763,0.015,0.015,0.015,0.4718095238095237
1250,0.02,0.39,0.115,0.145,0.135,0.115,0.08
1251,0.035,0.04,0.0125,0.035,0.7233333333333334,0.14166666666666666,0.0125
1252,0.01,0.005,0.01,0.01,0.47475000000000017,0.48524999999999985,0.005
1253,0.0,0.025,0.025,0.04,0.81,0.035,0.065
1254,0.0,0.01,0.0,0.0,0.0,0.005,0.985
1255,0.01,0.01,0.4631904761904763,0.015,0.015,0.015,0.4718095238095237
1256,0.705,0.055,0.02,0.055,0.055,0.09,0.02
1257,0.59,0.04,0.05,0.035,0.035,0.2,0.05
1258,0.475,0.025,0.07,0.06,0.065,0.225,0.08
1259,0.8,0.0,0.02,0.015,0.035,0.11,0.02
1260,0.945,0.01,0.005,0.01,0.005,0.02,0.005
1261,0.01,0.855,0.02,0.0,0.03,0.055,0.03
1262,0.0,0.96,0.005,0.015,0.005,0.005,0.01
1263,0.0,0.93,0.005,0.01,0.015,0.03,0.01
1264,0.0,0.825,0.055,0.015,0.05,0.015,0.04
1265,0.0,0.695,0.06,0.01,0.065,0.095,0.075
1266,0.01,0.845,0.07,0.01,0.025,0.025,0.015
1267,0.02,0.89,0.025,0.02,0.02,0.02,0.005
1268,0.01,0.835,0.045,0.005,0.025,0.035,0.045
1269,0.01,0.815,0.015,0.01,0.03,0.08,0.04
1270,0.0,0.885,0.01,0.01,0.045,0.03,0.02
1271,0.025,0.665,0.055,0.04,0.125,0.06,0.03
1272,0.025,0.01,0.01,0.005,0.05125,0.89375,0.005
1273,0.01,0.005,0.01,0.01,0.47475000000000017,0.48524999999999985,0.005
1274,0.045,0.04125,0.06,0.02333333333333333,0.055,0.69375,0.08166666666666667
1275,0.155,0.01,0.015,0.05,0.025,0.74,0.005
1276,0.11,0.075,0.0,0.025,0.33375,0.36625,0.09
1277,0.07,0.005,0.02,0.02,0.065,0.745,0.075
1278,0.035,0.02,0.015,0.035,0.035,0.86,0.0
1279,0.02,0.005,0.005,0.03,0.06,0.875,0.005
1280,0.035,0.005,0.03,0.025,0.035,0.805,0.065
1281,0.05,0.035,0.05,0.06,0.05,0.695,0.06
1282,0.195,0.055,0.125,0.07,0.1,0.35,0.105
1283,0.08,0.075,0.105,0.095,0.14,0.405,0.1
1284,0.05,0.15,0.04,0.14,0.38,0.16,0.08
1285,0.03,0.125,0.03,0.01,0.74,0.04,0.025
1286,0.79,0.02,0.03,0.015,0.025,0.06,0.06
1287,0.76,0.05,0.005,0.035,0.05,0.045,0.055
1288,0.0,0.97,0.0,0.0,0.01,0.005,0.015
1289,0.015,0.09,0.135,0.1,0.08166666666666668,0.48333333333333334,0.095
1290,0.015,0.14,0.005,0.01,0.06,0.72,0.05
1291,0.035,0.045,0.035,0.04,0.085,0.69,0.07
1292,0.165,0.005,0.025,0.015,0.055,0.715,0.02
1293,0.01,0.015,0.03,0.835,0.05,0.025,0.035
1294,0.07,0.03,0.665,0.015,0.045,0.12,0.055
1295,0.65,0.005,0.0565,0.09,0.05,0.105,0.0435
1296,0.025,0.055,0.69,0.003333333333333333,0.045,0.125,0.056666666666666664
1297,0.02,0.025,0.075,0.065,0.715,0.03,0.07
1298,0.04,0.02,0.03,0.025,0.67,0.14,0.075
1299,0.045,0.41,0.14416666666666667,0.07583333333333334,0.105,0.11,0.11
1300,0.1,0.18083333333333332,0.12833333333333333,0.025,0.07,0.26916666666666667,0.22666666666666668
1301,0.04,0.08,0.13,0.35,0.145,0.115,0.14
1302,0.03,0.18,0.01,0.01,0.03,0.02,0.72
1303,0.86,0.01,0.013333333333333332,0.0,0.03,0.075,0.011666666666666665
1304,0.925,0.01,0.0,0.025,0.01,0.025,0.005
1305,0.845,0.005,0.02,0.03,0.005,0.065,0.03
1306,0.865,0.01,0.03,0.01,0.03,0.05,0.005
1307,0.005,0.805,0.03,0.01,0.085,0.06,0.005
1308,0.02,0.755,0.025,0.01,0.105,0.07,0.015
1309,0.035,0.015,0.03,0.03,0.09,0.77,0.03
1310,0.025,0.02,0.03,0.065,0.08,0.735,0.045
1311,0.035,0.025,0.01,0.01,0.02,0.895,0.005
1312,0.12,0.07,0.15,0.025,0.08,0.525,0.03
1313,0.58,0.045,0.125,0.08,0.045,0.08,0.045
1314,0.055,0.015,0.03,0.105,0.105,0.66,0.03
1315,0.02,0.02,0.04,0.025,0.035,0.845,0.015
1316,0.025,0.025,0.005,0.015,0.035,0.875,0.02
1317,0.04,0.035,0.015,0.05,0.1175,0.7225,0.02
1318,0.025,0.03,0.03,0.005,0.03166666666666666,0.8083333333333332,0.07
1319,0.035,0.025,0.03,0.01,0.055,0.79,0.055
1320,0.19,0.44,0.1,0.05,0.105,0.06,0.055
1321,0.285,0.005,0.005,0.005,0.0,0.695,0.005
1322,0.03,0.115,0.045,0.185,0.35,0.155,0.12
